instance_id,question_id,question,answer,prediction,is_correct,is_intended_answer
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,87c051f7-6c72-44ed-9171-43110b9a3fc0,"The billboard erected in Kenosha, Wisconsin, features the smiling face of officer Pablo Torres after who shot dead Aaron Siler, 26, last month?",he,pablo torres,TRUE,TRUE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,9997de88-4d19-49fc-a9b2-ebbbdb735d65,"The billboard erected in Kenosha, Wisconsin, features the smiling face of officer Pablo Torres after he shot who, 26, last month?",dead Aaron Siler,aaron siler,TRUE,TRUE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,fd7a3163-b958-49f1-98aa-ce449da415e2,Torres is currently on leave while what is being held into the deadly shooting?,an investigation,the investigation,TRUE,TRUE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,408d025e-3abf-4431-beb5-30e68acede25,"What features the smiling face of officer Pablo Torres after he shot dead Aaron Siler, 26, last month?",The billboard,billboard,TRUE,TRUE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,b9e159d5-2165-4e65-9f40-5834f6f5cf80,"The billboard erected in Kenosha, Wisconsin, features what of officer Pablo Torres after he shot dead Aaron Siler, 26, last month?",the smiling face,a photograph,TRUE,FALSE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,b44a8878-1212-46f2-aa1d-23a840350bdf,"The billboard erected in Kenosha, Wisconsin, features the smiling face of who after he shot dead Aaron Siler, 26, last month?",officer Pablo Torres,torres,TRUE,TRUE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,87c051f7-6c72-44ed-9171-43110b9a3fc0,"The billboard erected in Kenosha, Wisconsin, features the smiling face of officer Pablo Torres after who shot dead Aaron Siler, 26, last month?",he,torres,TRUE,TRUE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,fd7a3163-b958-49f1-98aa-ce449da415e2,Torres is currently on leave while what is being held into the deadly shooting?,an investigation,the outcome,FALSE,FALSE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,408d025e-3abf-4431-beb5-30e68acede25,"What features the smiling face of officer Pablo Torres after he shot dead Aaron Siler, 26, last month?",The billboard,a billboard,TRUE,TRUE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,3fd2324c-ac32-4096-ae9e-6b080e7158e8,"Where is the billboard erected that features the smiling face of officer Pablo Torres after he shot dead Aaron Siler, 26, last month?",Kenosha,"kenosham , wisconsin",TRUE,TRUE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,8916da93-d716-4b66-a5fc-43d2782dd26c,Who has called the billboard'disrespectful'and is asking for it be taken down?,Siler 's family,siler 's family and friends,TRUE,TRUE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,ba5fb632-eaab-4722-a509-570a734145b8,Siler's family and friends have called the billboard'disrespectful'and are asking for what to be taken down?,it,the billboard,TRUE,TRUE
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,b44a8878-1212-46f2-aa1d-23a840350bdf,"The billboard erected in Kenosha, Wisconsin, features the smiling face of who after he shot dead Aaron Siler, 26, last month?",officer Pablo Torres,the officer,TRUE,TRUE
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,e5719e73-adc5-4367-81e2-5ae0f54374c5,When did Nathan Hughes accidentally knock out George North during Northampton's 52 - 30 victory against Wasps?,March,friday night,TRUE,FALSE
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,59849eb5-797d-41af-8e4a-7d4c735f9528,How many matches was No 8 initially suspended for?,three matches,three,TRUE,TRUE
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,6aaa7044-0b61-4bce-b40f-30d2cccf3087,Who accidentally knocked out George North during Northampton's 52 - 30 victory against Wasps on March 27?,Nathan Hughes,hughes,TRUE,TRUE
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,e5719e73-adc5-4367-81e2-5ae0f54374c5,When did Nathan Hughes accidentally knock out George North during Northampton's 52 - 30 victory against Wasps?,March,March 27,TRUE,TRUE
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,d64fee7d-5d94-4b35-96c4-2dba20c91da6,What defeat did Hughes miss against Toulon?,his side 's Champions Cup,champions cup quarter - final,TRUE,TRUE
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,8786fefb-f40c-4bbf-a241-0765ea2e58c1,What Champions Cup did Hughes miss against Toulon?,defeat,quarter - final loss,TRUE,TRUE
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,b616ba79-4cfb-47db-ac42-b92a0488f092,What was it to the head in the space of two months?,North 's third blow,third blow,TRUE,TRUE
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,36195fd7-9ca8-43a3-8ad0-26e5696a6ca1,What was North's third blow to in the space of two months?,the head,the clash,FALSE,FALSE
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,d64fee7d-5d94-4b35-96c4-2dba20c91da6,What defeat did Hughes miss against Toulon?,his side 's Champions Cup,his side 's champions cup quarter - final,TRUE,TRUE
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,8786fefb-f40c-4bbf-a241-0765ea2e58c1,What Champions Cup did Hughes miss against Toulon?,defeat,his side 's champions cup quarter - final,FALSE,FALSE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,1307d9bf-6fa0-45e6-9fb0-f7ff584b37a7,Four - year - old was then patted down and forced to hand over what?,toy,his plastic nerf gun,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,6c6a8a88-8534-43d7-83b7-f527a11c6c67,Who was James Hayward flying with to Lanzarote?,parents,his parents,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,fbfea82a-8f7d-4c18-bdc0-795c49609d71,With what parents was James Hayward flying to Lanzarote?,Phil,his,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,aa1c484d-e2cc-4f90-8294-c4a878be08cd,Who picked out his nerf toy gun on security scan?,X - ray machine,security officers,TRUE,FALSE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,39716919-72cf-495d-af80-76f1ff20993c,What did X - ray machine pick out on security scan?,his nerf toy gun,toy,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,7ea35adc-6dfd-4ab4-b610-68015e9a9e99,On what did the X - ray machine pick out his nerf toy gun?,security scan,machines,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,7ea35adc-6dfd-4ab4-b610-68015e9a9e99,On what did the X - ray machine pick out his nerf toy gun?,security scan,system,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,aa1c484d-e2cc-4f90-8294-c4a878be08cd,Who picked out his nerf toy gun on security scan?,X - ray machine,security,TRUE,FALSE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,39716919-72cf-495d-af80-76f1ff20993c,What did X - ray machine pick out on security scan?,his nerf toy gun,the toy,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,1307d9bf-6fa0-45e6-9fb0-f7ff584b37a7,Four - year - old was then patted down and forced to hand over what?,toy,the toy,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,39716919-72cf-495d-af80-76f1ff20993c,What did X - ray machine pick out on security scan?,his nerf toy gun,the harmless toy,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,749b9189-8456-4647-b904-0cffa4c2ecab,"Who insist they have offered to post the item back to boy's home in Doncaster, South Yorkshire?",Airport,east midlands airport,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,a1cc0c29-8d8f-4690-9729-04e1217f26a9,"Who does the airport insist has offered to post the item back to boy's home in Doncaster, South Yorkshire?",they,east midlands airport,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,686b7a45-2320-4e88-a696-dec215271c60,"What do airport insist they have offered to post back to boy's home in Doncaster, South Yorkshire?",the item,the toy,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,4179139e-0f2f-4060-bffb-fe7bf9c82ca3,"Where do airport insist they have offered to post the item back to in Doncaster, South Yorkshire?",boy 's home,the family 's home,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,1307d9bf-6fa0-45e6-9fb0-f7ff584b37a7,Four - year - old was then patted down and forced to hand over what?,toy,his toy gun,TRUE,TRUE
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,39716919-72cf-495d-af80-76f1ff20993c,What did X - ray machine pick out on security scan?,his nerf toy gun,harmless toy,TRUE,TRUE
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,244cfb98-2701-48f6-8744-f062c70bc5ca,Who has won back - to - back league games to boost survival hopes?,Leicester,the foxes,TRUE,TRUE
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,decf51e3-d9fa-4d25-acac-aa066c050441,Who is now just three points from safety heading into final six games?,Leicester,the foxes,TRUE,TRUE
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,0b1a447c-a3f9-4793-86a4-6ea88675f498,How far is Leicester from safety heading into final six games?,just three points,three points,TRUE,TRUE
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,efad8288-7058-4fe8-ac6a-4fad5404a15d,Who has urged his players to focus on their own run - in?,Nigel Pearson,pearson,TRUE,TRUE
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,073794b1-e453-4608-8be0-6fc8dba2b0c6,What has Nigel Pearson urged his players to focus on?,their own run - in,their own job,TRUE,TRUE
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,b9da9445-4527-4f59-b7c0-fec21a45c702,Leicester now just three points from what heading into final six games?,safety,the barclays premier league,TRUE,TRUE
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,b9da9445-4527-4f59-b7c0-fec21a45c702,Leicester now just three points from what heading into final six games?,safety,premier league safety,TRUE,TRUE
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,18e90f49-89d1-4857-b7fd-a5a45c50b1b1,Who has Nigel Pearson urged to focus on their own run - in?,his players,leicester,TRUE,TRUE
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,073794b1-e453-4608-8be0-6fc8dba2b0c6,What has Nigel Pearson urged his players to focus on?,their own run - in,keep their cool,TRUE,TRUE
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,decf51e3-d9fa-4d25-acac-aa066c050441,Who is now just three points from safety heading into final six games?,Leicester,foxes,TRUE,TRUE
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,18e90f49-89d1-4857-b7fd-a5a45c50b1b1,Who has Nigel Pearson urged to focus on their own run - in?,his players,his side,TRUE,TRUE
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,073794b1-e453-4608-8be0-6fc8dba2b0c6,What has Nigel Pearson urged his players to focus on?,their own run - in,their own jobs,TRUE,TRUE
dm-test-26e4e19d945cedcb489f28808c730658139c9415,2f537d07-4107-4593-953b-e421e5d9d60b,Who is the latest team to be linked with Javier Hernandez?,MLS team Orlando City,orlando city,TRUE,TRUE
dm-test-26e4e19d945cedcb489f28808c730658139c9415,adb4943b-b36e-41e4-ac10-3a06d9b45597,Which MLS team is linked with Javier Hernandez?,the latest team,orlando city,TRUE,TRUE
dm-test-26e4e19d945cedcb489f28808c730658139c9415,c8a20a38-4f3e-41e4-a07c-fd14298d6285,Who is the latest team to be linked with?,Javier Hernandez,orlando city,FALSE,FALSE
dm-test-26e4e19d945cedcb489f28808c730658139c9415,852592e4-2780-4ec5-ab45-a4cfde9a1615,Who has not impressed on loan at Real Madrid?,The Manchester United striker,hernandez,TRUE,TRUE
dm-test-26e4e19d945cedcb489f28808c730658139c9415,852592e4-2780-4ec5-ab45-a4cfde9a1615,Who has not impressed on loan at Real Madrid?,The Manchester United striker,javier hernandez,TRUE,TRUE
dm-test-26e4e19d945cedcb489f28808c730658139c9415,8a93d2d3-a8d5-4d64-b242-c85ddc0fae3b,Who has made Andreas Pereira an improved contract offer?,United,manchester united,TRUE,TRUE
dm-test-26e4e19d945cedcb489f28808c730658139c9415,5eda1a79-7209-4051-a16a-851fabb19dfe,What have United made to Andreas Pereira?,an improved contract offer,a revised contract,TRUE,TRUE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,b3837b5a-09a4-4485-8faf-b4b20d63f24b,What occurred on April 7 north of Poland in the Baltic Sea?,The incident,russian fighter jet intercepted a u.s . reconnaissance plane,TRUE,TRUE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,d0a1342f-ac1b-4766-ab7b-e9522b2fc0d1,When did the incident occur north of Poland in the Baltic Sea?,April,tuesday,TRUE,FALSE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,e5e6d46a-a21e-4df0-838c-98c1e3ec5e20,Where did the incident occur on April 7 north of Poland?,the Baltic Sea,over the baltic sea,TRUE,TRUE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,baf2d0bc-0479-40c4-b095-551dc8893fde,Where did the incident occur on April 7 in the Baltic Sea?,north,international airspace north of poland,TRUE,TRUE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,e5e6d46a-a21e-4df0-838c-98c1e3ec5e20,Where did the incident occur on April 7 north of Poland?,the Baltic Sea,international airspace,TRUE,TRUE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,52f164b4-c125-4a14-9d22-f8909576ced9,Who says plane was in international airspace?,U.S.,the pentagon,TRUE,TRUE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,314638fd-58e5-48bc-be11-dd7bf5f4b3ab,What does the U.S. say was in international airspace?,plane,a u.s . rc-135u,TRUE,TRUE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,baf2d0bc-0479-40c4-b095-551dc8893fde,Where did the incident occur on April 7 in the Baltic Sea?,north,north of poland,TRUE,TRUE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,b3837b5a-09a4-4485-8faf-b4b20d63f24b,What occurred on April 7 north of Poland in the Baltic Sea?,The incident,a u.s . rc-135u was flying over the baltic sea when it was intercepted by a russian su-27 flanker,TRUE,TRUE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,d0a1342f-ac1b-4766-ab7b-e9522b2fc0d1,When did the incident occur north of Poland in the Baltic Sea?,April,international airspace,FALSE,FALSE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,314638fd-58e5-48bc-be11-dd7bf5f4b3ab,What does the U.S. say was in international airspace?,plane,a u.s . reconnaissance plane,TRUE,TRUE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,5515dd4b-8c8b-4906-86e9-672714c944db,Which country says it had transponder turned off and was flying toward Russia?,Russia,russian,TRUE,TRUE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,6d5d170b-1fd4-4419-ab46-cc819e52761c,Who does Russia say had transponder turned off and was flying toward Russia?,it,the u.s . plane,TRUE,TRUE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,5ceb377d-f380-4f2d-8330-329bafd3aea5,Russia says it had transponder turned off and was flying toward what country?,Russia,russian,TRUE,TRUE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,baf2d0bc-0479-40c4-b095-551dc8893fde,Where did the incident occur on April 7 in the Baltic Sea?,north,international airspace,TRUE,FALSE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,314638fd-58e5-48bc-be11-dd7bf5f4b3ab,What does the U.S. say was in international airspace?,plane,a u.s . rc - 135u,TRUE,TRUE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,b3837b5a-09a4-4485-8faf-b4b20d63f24b,What occurred on April 7 north of Poland in the Baltic Sea?,The incident,it was intercepted,TRUE,TRUE
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,e5e6d46a-a21e-4df0-838c-98c1e3ec5e20,Where did the incident occur on April 7 north of Poland?,the Baltic Sea,over baltic sea,TRUE,TRUE
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,e802e6ba-6454-4a53-b022-394d22706284,Who says two passengers died in an apparent murder - suicide?,Holland America,the cruise line,TRUE,TRUE
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,a75e05bc-0d81-443e-9722-d0c016cac950,How many people does Holland America say died in an apparent murder - suicide?,two passengers,two,TRUE,TRUE
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,7368dcf7-da1c-4131-85c3-a073e3c47ff7,How does Holland America say two passengers died?,an apparent murder - suicide,murder - suicide,TRUE,TRUE
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,e802e6ba-6454-4a53-b022-394d22706284,Who says two passengers died in an apparent murder - suicide?,Holland America,holland america line,TRUE,TRUE
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,99f9ae7b-9d52-47b8-a160-badd771a3132,The cabin was immediately secured and who was notified?,the authorities,authorities,TRUE,TRUE
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,ff572d6a-ae15-4629-8f95-bc4d6446637a,"The cabin was immediately secured and the authorities were notified, what says?",cruise line,holland,TRUE,TRUE
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,4502d317-f453-4f51-9c6a-573347213017,"Who is investigating the deaths ; the ship is in San Juan, Puerto Rico?",The FBI,authorities,TRUE,TRUE
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,eb12e7d0-fe30-4a59-871f-1069be4deb49,What is the FBI investigating?,the deaths,scene,TRUE,TRUE
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,2c3cf88d-a637-4e64-9c3c-2e1e3837feb1,What is the FBI investigating the deaths of?,the ship,two passengers,TRUE,FALSE
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,ff572d6a-ae15-4629-8f95-bc4d6446637a,"The cabin was immediately secured and the authorities were notified, what says?",cruise line,holland america,TRUE,TRUE
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,4502d317-f453-4f51-9c6a-573347213017,"Who is investigating the deaths ; the ship is in San Juan, Puerto Rico?",The FBI,fbi,TRUE,TRUE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,124e904a-c4a3-41b5-996c-afde57fac6f6,Who hit out at Arsenal striker Olivier Giroud after Chelsea draw?,Thierry Henry,henry,TRUE,TRUE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,1db5886b-4a5a-48c3-af70-29bb14f5f73e,Who did Thierry Henry hit out at after Chelsea draw?,Arsenal striker Olivier Giroud,olivier giroud,TRUE,TRUE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,683c2468-62d8-43e0-8728-e18a8a2ae6fa,After what draw did Thierry Henry hit out at Arsenal striker Olivier Giroud?,Chelsea,goalless draw with chelsea,TRUE,TRUE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,2044c62d-9b77-4c17-bbaa-d52fb3c3ccbe,Who does not believe Giroud can lead side to glory?,The Sky Sports pundit,thierry henry,TRUE,TRUE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,e9f67200-6d02-4e5a-bbca-b202cd95e1f9,Who does the Sky Sports pundit not believe can lead side to glory?,Giroud,olivier giroud,TRUE,TRUE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,23db6676-a94e-4500-bc2b-67f4531f0525,What does the Sky Sports pundit not believe Giroud can lead to glory?,side,the gunners,TRUE,TRUE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,0b176271-4318-4f9b-ae32-21e4e470592d,The Sky Sports pundit does not believe Giroud can lead side to what?,glory,win the league,TRUE,TRUE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,f6546b3f-e5f3-4a93-8f5a-500e1f7bed28,How many stars does Arsenal need to challenge for Premier League title?,four ' top quality ' stars,four,TRUE,TRUE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,7b5c4498-f588-461a-bd21-f9b49fee0b2c,Who drew 0 - 0 with Chelsea at the Emirates Stadium?,Henry 's former side,arsenal,TRUE,TRUE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,23db6676-a94e-4500-bc2b-67f4531f0525,What does the Sky Sports pundit not believe Giroud can lead to glory?,side,arsenal,TRUE,TRUE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,0b176271-4318-4f9b-ae32-21e4e470592d,The Sky Sports pundit does not believe Giroud can lead side to what?,glory,the title,TRUE,TRUE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,a335cd6d-c02d-4471-ade1-627684b17075,Arsenal need four'top quality'stars to challenge for what?,Premier League title,the barclays premier league title,TRUE,TRUE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,683c2468-62d8-43e0-8728-e18a8a2ae6fa,After what draw did Thierry Henry hit out at Arsenal striker Olivier Giroud?,Chelsea,arsenal 's goalless draw with chelsea,TRUE,TRUE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,2044c62d-9b77-4c17-bbaa-d52fb3c3ccbe,Who does not believe Giroud can lead side to glory?,The Sky Sports pundit,henry,TRUE,TRUE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,a335cd6d-c02d-4471-ade1-627684b17075,Arsenal need four'top quality'stars to challenge for what?,Premier League title,the league,TRUE,TRUE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,f81a82b5-59c6-440c-bc2e-476c7e7ba093,Where did Henry's former side draw 0 - 0 with Chelsea?,the Emirates Stadium,stamford bridge,FALSE,FALSE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,a335cd6d-c02d-4471-ade1-627684b17075,Arsenal need four'top quality'stars to challenge for what?,Premier League title,the title,TRUE,TRUE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,2044c62d-9b77-4c17-bbaa-d52fb3c3ccbe,Who does not believe Giroud can lead side to glory?,The Sky Sports pundit,olivier giroud,TRUE,TRUE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,e9f67200-6d02-4e5a-bbca-b202cd95e1f9,Who does the Sky Sports pundit not believe can lead side to glory?,Giroud,the gunners,FALSE,FALSE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,23db6676-a94e-4500-bc2b-67f4531f0525,What does the Sky Sports pundit not believe Giroud can lead to glory?,side,henry,FALSE,FALSE
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,0b176271-4318-4f9b-ae32-21e4e470592d,The Sky Sports pundit does not believe Giroud can lead side to what?,glory,win the title,TRUE,TRUE
dm-test-e470f0a87d7513bf880412524332047020422c3f,01a2639b-c271-451e-a03d-c0f4c5b1d216,"A jacket and what ensemble worn in several key scenes in the 1939 movie has fetched $ 137,000 at auction?",full skirt,dress,TRUE,TRUE
dm-test-e470f0a87d7513bf880412524332047020422c3f,1972c4ef-9502-40cb-b6eb-d252656aece1,"A jacket and full skirt ensemble worn in what 1939 movie has fetched $ 137,000 at auction?",several key scenes,the wind,FALSE,FALSE
dm-test-e470f0a87d7513bf880412524332047020422c3f,310094f7-85c5-4a7e-9ad8-041974653974,"A jacket and full skirt ensemble worn in several key scenes in what movie has fetched $ 137,000 at auction?",the 1939 movie,the wind,FALSE,FALSE
dm-test-e470f0a87d7513bf880412524332047020422c3f,5fb08ab5-ed1e-47e9-b90c-7d60e11ecad0,"A jacket and full skirt ensemble worn in several key scenes in the 1939 movie has fetched $ 137,000 at what?",auction,the wind,FALSE,FALSE
dm-test-e470f0a87d7513bf880412524332047020422c3f,213a5618-faf9-436c-9608-6058091fed9e,"What full skirt ensemble worn in several key scenes in the 1939 movie has fetched $ 137,000 at auction?",A jacket,gone with the wind,FALSE,FALSE
dm-test-e470f0a87d7513bf880412524332047020422c3f,cfaefab8-cc1e-4223-9ff3-a414c424094e,Over what time period has the original slate blue - gray color faded to become light gray?,time,age,FALSE,FALSE
dm-test-e470f0a87d7513bf880412524332047020422c3f,a9cb0e48-299f-4b37-9cd7-6c7bc1b1dd2a,What color has faded over time to become light gray?,its original slate blue - gray color,slate blue - gray,TRUE,TRUE
dm-test-e470f0a87d7513bf880412524332047020422c3f,213a5618-faf9-436c-9608-6058091fed9e,"What full skirt ensemble worn in several key scenes in the 1939 movie has fetched $ 137,000 at auction?",A jacket,gray jacket and skirt,TRUE,TRUE
dm-test-e470f0a87d7513bf880412524332047020422c3f,5fb08ab5-ed1e-47e9-b90c-7d60e11ecad0,"A jacket and full skirt ensemble worn in several key scenes in the 1939 movie has fetched $ 137,000 at what?",auction,heritage auctions,TRUE,TRUE
dm-test-e470f0a87d7513bf880412524332047020422c3f,949d7bb4-1e7e-4420-a4d0-1f906739fe14,"What sold for $ 52,500 from the auction?",Other top selling items,gray jacket and skirt,FALSE,FALSE
dm-test-e470f0a87d7513bf880412524332047020422c3f,5fb08ab5-ed1e-47e9-b90c-7d60e11ecad0,"A jacket and full skirt ensemble worn in several key scenes in the 1939 movie has fetched $ 137,000 at what?",auction,gone with the wind,FALSE,FALSE
dm-test-e470f0a87d7513bf880412524332047020422c3f,213a5618-faf9-436c-9608-6058091fed9e,"What full skirt ensemble worn in several key scenes in the 1939 movie has fetched $ 137,000 at auction?",A jacket,A dress,TRUE,TRUE
dm-test-e470f0a87d7513bf880412524332047020422c3f,a9cb0e48-299f-4b37-9cd7-6c7bc1b1dd2a,What color has faded over time to become light gray?,its original slate blue - gray color,dress,FALSE,FALSE
dm-test-e470f0a87d7513bf880412524332047020422c3f,213a5618-faf9-436c-9608-6058091fed9e,"What full skirt ensemble worn in several key scenes in the 1939 movie has fetched $ 137,000 at auction?",A jacket,scarlett o'hara,FALSE,FALSE
dm-test-e470f0a87d7513bf880412524332047020422c3f,1972c4ef-9502-40cb-b6eb-d252656aece1,"A jacket and full skirt ensemble worn in what 1939 movie has fetched $ 137,000 at auction?",several key scenes,scarlett o'hara,FALSE,FALSE
dm-test-e470f0a87d7513bf880412524332047020422c3f,310094f7-85c5-4a7e-9ad8-041974653974,"A jacket and full skirt ensemble worn in several key scenes in what movie has fetched $ 137,000 at auction?",the 1939 movie,scarlett o'hara,FALSE,FALSE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,39d7ee8c-3c3d-4413-800a-f4c23543e28e,Who was held by his mother when he slipped and fell between 10 and 12 ft into the pit on Saturday around 3 pm at the Cleveland Metroparks Zoo?,The child,toddler slipped and fell into a cheetah exhibit at cleveland metroparks zoo . the toddler,FALSE,FALSE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,e916b39b-f423-4ac6-808c-0622c68aa611,How was the child held by his mother on Saturday around 3 pm at the Cleveland Metroparks Zoo?,he,mother was holding him and another child,TRUE,FALSE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,11a64a89-3b0d-421b-b314-6465c65f3996,Where was the child held by his mother when he slipped and fell between 10 and 12 ft into the pit on Saturday around 3 pm?,the Cleveland Metroparks Zoo,him and another child,FALSE,FALSE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,0a4a3cb8-f3ce-46fb-b342-17791dbdd664,Who rescued him before emergency responders arrived on the scene?,his parents,the boy 's mother,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,782b99b5-7fce-4797-9b2a-6465839dc8a7,Who seemed to ignore the boy and his parents while in the pit?,The cheetahs,cheetah,TRUE,TRUE
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,192e82a4-44f8-4d15-b8bb-69b968a9bf98,Where did the cheetahs seem to ignore the boy and his parents?,the pit,cleveland metroparks zoo,TRUE,TRUE
